序号,name,industry,area,pe,outstanding,总股本,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,code,经营现金净流量对销售收入比例,rateofreturn,cf_nm,cf_liabilities,cashflowratio,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,营业收入,bips,经营现金净流量,每股经营现金净流量,净资产,市价,总市值,市经营现金,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,mktcap,nmc
2555,安源煤业,煤炭开采,江西,0,9.9,9.9,734498.06,287524.16,316374.31,186328.3,1.88,-0.102,1.39,2.07,20020702,-181564.44,-1.83,8.38,86.33,11.47,-3.6,66373,600397,-0.0449,-0.0171,,-0.0207,-3.2059,-7.29,-3.59,11.4716,-100.617,-0.1016,2797.5252,2.8258,-125608881.5,-0.13 ,1376100000.00 ,2.88 ,2848527000.00 ,-22.68 ,,,,,,,,,,,,
1747,东土科技,通信设备,北京,58.86,3.28,5.17,283470.91,114603.02,12909.63,135557.56,2.62,0.145,4.19,2.72,20120927,26555.99,0.51,22.79,10.69,53.72,14.45,36707,300353,-0.1264,-0.0232,-0.9118,-0.103,-13.4106,3.47,14.44,53.7233,75.1534,0.1453,520.095,1.0061,-65740008,-0.13 ,2166230000.00 ,11.40 ,5892145600.00 ,-89.63 ,,,,,,,,,,,,
1281,远达环保,环境保护,重庆,44.77,7.81,7.81,889723.31,356369.38,393878.22,297845.66,3.81,0.119,6.28,1.13,20001101,89021.4,1.14,-7.79,-17.89,19.35,4.23,51583,600292,-0.0453,-0.0112,-0.9641,-0.0271,-2.9743,1.89,4.23,19.3526,93.0108,0.1191,2197.1121,2.8138,-99529178.13,-0.13 ,4904680000.00 ,7.10 ,5542288400.00 ,-55.69 ,,,,,,,,,,,,
977,银龙股份,其他建材,天津,36.87,1.53,4,204387.56,153701.27,27718.1,67153.43,1.68,0.229,4,2.82,20150227,45419,1.14,50.13,-7.58,17.5,6.17,48984,603969,-0.0343,-0.025,-0.556,-0.1182,-12.6585,5.73,6.16,17.5016,91.7697,0.2294,1488.5051,3.7212,-51055724.93,-0.13 ,1600000000.00 ,11.28 ,4512000000.00 ,-88.37 ,,,,,,,,,,,,
2153,御银股份,电脑设备,广东,192.52,6.03,7.61,202337.41,75504.61,45002.46,2967.95,0.04,0.017,2.22,1.92,20071101,84667.9,1.11,-34.17,-62.33,37.06,3.23,105009,2177,-0.2487,-0.048,-7.6918,-0.2909,-36.179,0.74,3.23,37.0608,12.6326,0.0165,390.7071,0.5132,-97168855.77,-0.13 ,1689420000.00 ,4.26 ,3243686400.00 ,-33.38 ,,,,,,,,,,,,
967,鼎汉技术,运输设备,北京,198.03,4.47,5.59,434665.19,226214.7,54696.16,132128.59,2.37,0.037,4.62,2.11,20091030,65136.71,1.17,25.37,-66.92,34.75,2.54,30141,300011,-0.0884,-0.0165,-2.4753,-0.0432,-5.3795,0.79,2.54,34.7543,20.5871,0.0368,810.0957,1.45,-71612459.88,-0.13 ,2582580000.00 ,9.75 ,5449243800.00 ,-76.09 ,,,,,,,,,,,,
2665,博瑞传播,广告包装,四川,0,7.32,10.93,418974.19,107842.52,41725.71,81690.9,0.75,-0.039,3.26,1.33,19951115,130596.7,1.19,-11.52,-167.74,25.72,-6.97,67619,600880,-0.2299,-0.0336,,-0.2961,-35.6533,-1.19,-6.97,25.719,-42.705,-0.039,612.6344,0.5603,-140844648.6,-0.13 ,3563180000.00 ,4.34 ,4739029400.00 ,-33.65 ,,,,,,,,,,,,
234,皇台酒业,白酒,甘肃,0,1.77,1.77,36815.17,19650.57,7817,30607.41,1.73,-0.38,-0.13,-63,20000807,-51181.46,-2.88,-72.65,37.74,35.51,-165.87,9727,995,-0.5631,-0.0622,,-0.0586,-6.5136,,-165.87,35.5122,-67.4036,-0.3799,40.6357,0.229,-22881962.67,-0.13 ,-23010000.00 ,8.19 ,1449630000.00 ,-63.35 ,,,,,,,,,,,,
1253,出版传媒,出版业,辽宁,25.38,5.51,5.51,347363.91,228073.3,46827.12,63218.28,1.15,0.198,3.64,1.84,20071221,67992.02,1.23,12.02,11.75,21.47,7.13,37265,601999,-0.0465,-0.0205,-0.6544,-0.0487,-5.1068,5.44,7.12,21.4714,109.2262,0.1982,1532.3332,2.7814,-71253493.8,-0.13 ,2005640000.00 ,6.70 ,3690377600.00 ,-51.79 ,,,,,,,,,,,,
1723,瑞丰高材,化工原料,山东,66.67,1.63,2.07,89117.45,53940.46,22640.64,4455.12,0.22,0.11,2.43,4.03,20110712,22942.64,1.11,28.64,8.14,18.84,2.8,11227,300243,-0.0331,-0.0302,-1.1795,-0.0694,-7.1524,4.53,2.8,18.841,22.8278,0.1103,813.8244,3.934,-26937587.64,-0.13 ,503010000.00 ,9.79 ,2027130300.00 ,-75.25 ,,,,,,,,,,,,
2981,雪峰科技,化工原料,新疆,84.7,4.22,6.59,261160.75,129838.67,88501.07,32304.65,0.49,0.044,1.75,2.85,20150515,11234.91,0.17,40.48,2088.77,27,3.45,43212,603227,-0.1022,-0.033,-1.3535,-0.0715,-11.6059,2.52,3.44,27.0001,29.0481,0.044,842.8058,1.2794,-86134752.76,-0.13 ,1153250000.00 ,4.99 ,3286762500.00 ,-38.16 ,,,,,,,,,,,,
770,天业通联,工程机械,河北,206.37,3.87,3.89,143145.02,99740.52,35289.65,167438.84,4.31,0.057,3.24,3.63,20100810,-83726.25,-2.15,10.58,10.22,22.97,6.21,20000,2459,-0.2533,-0.0366,-9.5333,-0.337,-34.0401,0.43,2.65,18.5707,5.3395,0.0137,200.9403,0.5169,-50898177.99,-0.13 ,1260360000.00 ,11.76 ,4575106800.00 ,-89.89 ,,,,,,,,,,,,
1994,和晶科技,元器件,江苏,43.87,2.91,4.49,314807.59,152043.22,34623.73,99712.88,2.22,0.195,3.76,3.03,20111229,22791.75,0.51,12.3,25.13,23.61,8.19,13237,300279,-0.0552,-0.0187,-0.5801,-0.0424,-4.5396,5.18,8.18,23.6104,87.4897,0.1948,1068.7655,2.3806,-58995855.6,-0.13 ,1688240000.00 ,11.39 ,5115367200.00 ,-86.71 ,,,,,,,,,,,,
1945,中葡股份,红黄药酒,新疆,0,9.98,11.24,290522.56,228727.16,19956.99,267962.63,2.38,-0.065,2.1,3.58,19970711,-152618.17,-1.36,51.24,-4.94,39.4,-24.59,92000,600084,-0.4986,-0.0509,,-0.2773,-114.6159,-3.08,-24.59,39.3974,-72.9362,-0.0649,296.5773,0.2639,-147873441.8,-0.13 ,2360400000.00 ,7.52 ,8450232000.00 ,-57.15 ,0,7.52,0,0,0,7.52,0,0,0,665.487,845042.5762,750649.2711
232,胜利精密,元器件,江苏,36.22,20.67,34.21,1886868.38,1116350,371324.34,382243.31,1.12,0.115,2.54,2.18,20100608,136797.94,0.4,16.58,-32.33,10.69,3.3,64532,2426,-0.0378,-0.0239,-1.1962,-0.0453,-5.7147,4.52,3.29,10.6937,393.1444,0.1149,11919.5994,3.4839,-450560857.3,-0.13 ,8689340000.00 ,5.54 ,18942761200.00 ,-42.04 ,,,,,,,,,,,,
2671,全信股份,电气设备,江苏,28.35,0.94,3.13,178011.17,93143.6,16778.9,48925.51,1.56,0.43,4.08,3.65,20150422,42509.45,1.36,34.38,41.54,53.58,26.23,17897,300447,-0.0878,-0.0232,-0.3236,-0.076,-7.7158,10.07,26.23,53.5773,123.1854,0.4112,469.6061,1.5676,-41231415.58,-0.13 ,1277040000.00 ,14.89 ,4661196000.00 ,-113.05 ,,,,,,,,,,,,
1978,正业科技,电器仪表,广东,33.66,1.04,1.97,270912.81,146407.22,15760.72,140152.66,7.11,0.76,9.84,3.3,20141231,39020.44,1.98,130.79,265.65,38.7,15.76,13119,300410,-0.0287,-0.0096,-0.1822,-0.0337,-3.557,7.35,15.76,38.7039,142.5655,0.7232,904.3922,4.5883,-25956056.14,-0.13 ,1938480000.00 ,32.47 ,6396984000.00 ,-246.45 ,,,,,,,,,,,,
1979,正业科技,电器仪表,广东,33.66,1.04,1.97,270912.81,146407.22,15760.72,140152.66,7.11,0.76,9.84,3.3,20141231,39020.44,1.98,130.79,265.65,38.7,15.76,13119,300410,-0.0287,-0.0096,-0.1822,-0.0337,-3.557,7.35,15.76,38.7039,142.5655,0.7232,904.3922,4.5883,-25956056.14,-0.13 ,1938480000.00 ,32.47 ,6396984000.00 ,-246.45 ,,,,,,,,,,,,
1055,键桥通讯,软件服务,深圳,0,3.15,3.93,317528.22,168804.66,14758.4,24764.07,0.63,-0.131,2.05,4.59,20091209,12939.45,0.33,-30.57,-94.82,12.98,-16.88,19530,2316,-0.1717,-0.0165,,-0.0242,-2.8931,-6.39,-16.87,12.9774,-51.5015,-0.131,305.1473,0.7762,-52393791.41,-0.13 ,805650000.00 ,9.41 ,3697933500.00 ,-70.58 ,,,,,,,,,,,,
2193,凯迪生态,新型电力,湖北,84.05,30.38,39.3,3990238.5,1272887.38,1449842.38,571765,1.46,0.045,3.06,1.63,19990923,214398.05,0.55,7.94,3.52,29.83,4.75,71064,939,-0.1429,-0.0132,-2.3325,-0.0197,-5.0821,1.45,4.75,29.8255,174.9776,0.0445,3679.9938,0.9364,-525871114,-0.13 ,12025800000.00 ,4.99 ,19602054000.00 ,-37.28 ,,,,,,,,,,,,
3176,经纬电材,电气设备,天津,138.13,1.51,2.95,84179.86,43531.28,36338.1,30486.7,1.04,0.08,3.03,3.53,20100917,7771.7,0.26,-2.96,94.97,13.97,3.7,12384,300120,-0.086,-0.0472,-2.1735,-0.2794,-33.1202,2.76,3.7,13.9726,17.1122,0.0836,462.4308,2.2607,-39769048.8,-0.13 ,893850000.00 ,10.70 ,3155290500.00 ,-79.34 ,,,,,,,,,,,,
3122,天玑科技,软件服务,上海,54.11,2.06,3.16,93875.13,52052.07,25709.1,16278.27,0.51,0.19,2.86,4.14,20110719,32936.94,1.04,-17.99,3.97,39.22,19.45,34577,300245,-0.1601,-0.0455,-0.9313,-0.2935,-30.0842,6.7,19.45,39.2206,51.8952,0.1915,266.7913,0.9846,-42713287.13,-0.14 ,903760000.00 ,11.84 ,3741566400.00 ,-87.60 ,,,,,,,,,,,,
1517,中国西电,电气设备,陕西,23.94,51.26,51.26,3423492,2464898.25,493890.34,1156401.88,2.26,0.127,3.73,1.09,20100128,200753.31,0.39,0.65,-13.83,29.4,7.38,154344,601179,-0.0787,-0.0203,-1.0812,-0.0494,-5.5894,3.4,7.38,29.4028,650.3643,0.1268,8809.937,1.7187,-693342041.9,-0.14 ,19119980000.00 ,4.07 ,20840778200.00 ,-30.06 ,,,,,,,,,,,,
2287,光莆股份,半导体,福建,34.22,0.29,1.16,66851.96,43581.01,19568.85,18909.76,1.63,0.42,4.37,3.99,20170406,19050.15,1.65,0,0,30.13,12.38,12709,300632,-0.0439,-0.0235,-0.3546,-0.097,-10.0604,8.74,12.37,30.1336,44.3104,0.3826,357.9261,3.0908,-15712955.79,-0.14 ,506920000.00 ,17.44 ,2022610800.00 ,-128.72 ,,,,,,,,,,,,
3484,安居宝,元器件,广东,336.72,2.78,5.43,151201.44,97795.93,29457.94,35724.53,0.66,0.011,2.09,2.36,20110107,18253.15,0.34,3.21,-55.31,35.36,1.09,30000,300155,-0.1341,-0.0487,-8.5892,-0.2135,-23.9595,0.52,1.08,35.3577,5.9789,0.011,549.2154,1.0107,-73649785.14,-0.14 ,1134870000.00 ,4.93 ,2678293200.00 ,-36.37 ,,,,,,,,,,,,
2081,以岭药业,中成药,河北,26.83,9.12,12.04,775118.5,398889.88,266193.03,294094.47,2.44,0.373,5.77,2.31,20110728,260766.84,2.17,4.15,5.22,68.49,14.69,41823,2603,-0.0534,-0.0211,-0.3678,-0.205,-26.3021,6.46,14.68,68.489,449.3963,0.373,3059.701,2.5401,-163388033.4,-0.14 ,6947080000.00 ,13.33 ,16047754800.00 ,-98.22 ,,,,,,,,,,,,
482,常山药业,生物制药,河北,32.31,6.1,9.35,338007.53,226440.17,58069.3,56688.44,0.61,0.142,2.51,2.44,20110819,78263.32,0.84,8.71,32.39,69.35,15.08,39939,300255,-0.1446,-0.0377,-0.9322,-0.1315,-17.9566,5.65,15.08,69.3544,132.8387,0.142,880.7078,0.9419,-127350347.9,-0.14 ,2346850000.00 ,6.12 ,5726314000.00 ,-44.97 ,,,,,,,,,,,,
2166,广博股份,文教休闲,浙江,45.55,3.26,5.49,258091.59,101387.45,28140.95,73722.55,1.34,0.156,3.2,2.95,20070110,40843.65,0.74,46.99,18.38,18.99,5.15,13352,2103,-0.0452,-0.029,-0.8899,-0.0911,-10.7729,4.86,5.15,18.993,85.4657,0.1556,1659.3519,3.0213,-75002705.88,-0.14 ,1756800000.00 ,9.44 ,5182560000.00 ,-69.10 ,,,,,,,,,,,,
859,世纪瑞尔,软件服务,北京,0,4.43,5.85,183647.36,123715.07,3542.51,72361.52,1.24,-0.037,2.76,1.7,20101222,15728.22,0.27,18.03,-20.37,36.46,-9.69,37711,300150,-0.3591,-0.0436,,-0.2647,-26.4661,-1.45,-9.69,36.4586,-21.5923,-0.0399,222.7291,0.4124,-79982019.81,-0.14 ,1614600000.00 ,4.69 ,2744820000.00 ,-34.32 ,,,,,,,,,,,,
53,华东重机,工程机械,江苏,292.51,5.6,10.08,540519.31,271618.19,21996,230598.8,2.29,0.03,3.7,2.46,20120612,16921.93,0.17,109.18,46.57,5.08,0.75,38616,2685,-0.0439,-0.0256,-2.7848,-0.0732,-7.3634,0.68,0.74,5.0756,23.512,0.0341,3150.8133,4.57,-138320703.9,-0.14 ,3729600000.00 ,9.10 ,9174816000.00 ,-66.33 ,,,,,,,,,,,,
1755,斯莱克,专用机械,江苏,52.07,2.11,3.13,130867.45,99102.45,23895.35,32370.19,1.03,0.185,3.1,4.13,20140129,26740.84,0.85,23,6.79,49.51,22.66,7710,300382,-0.1695,-0.033,-0.7867,-0.1381,-14.1409,5.94,22.66,49.5107,57.742,0.1845,254.7728,0.8141,-43183989.6,-0.14 ,970300000.00 ,12.80 ,4007339000.00 ,-92.80 ,,,,,,,,,,,,
523,东方电子,电气设备,山东,91.71,9.78,9.78,460538.56,366806.03,59367.08,45377.03,0.46,0.036,1.75,2.49,19970121,26766.38,0.27,10.51,19.18,32.92,2.04,128375,682,-0.0796,-0.0295,-1.2762,-0.0887,-9.4772,2.03,2.04,32.9234,34.878,0.0356,1706.6107,1.7447,-135846211.7,-0.14 ,1711500000.00 ,4.36 ,4261635000.00 ,-31.37 ,,,,,,,,,,,,
1288,福建金森,林业,福建,0,1.39,1.39,162769.27,146979.13,1921.36,34162.59,2.46,-0.043,5.2,3.68,20120605,22122.93,1.6,31.22,3,55.19,-7.31,15391,2679,-0.2354,-0.0119,,-0.0216,-5.8947,-0.83,-7.3,55.1903,-5.9969,-0.0432,82.0853,0.5919,-19322879.62,-0.14 ,722800000.00 ,19.14 ,2659904000.00 ,-137.66 ,,,,,,,,,,,,
1358,中广核技,综合类,辽宁,37.29,3.08,10.56,1141541.38,811673.81,216822.13,311292.34,2.95,0.221,4.94,2.22,19980902,100382.46,0.95,112.97,4.64,18.33,5.32,30000,881,-0.0335,-0.0129,-0.5779,-0.0243,-2.8509,4.47,5.32,18.3255,233.3465,0.221,4384.4456,4.1535,-146878927.6,-0.14 ,5216640000.00 ,10.97 ,11580940800.00 ,-78.85 ,,,,,,,,,,,,
3466,美格智能,通信设备,深圳,84.42,0.27,1.07,77346.85,67621.35,8601.21,24616.73,2.31,0.28,4.33,6.14,20170622,10081.98,0.95,0,0,23.32,5.7,15017,2881,-0.0337,-0.0192,-0.5901,-0.0478,-4.8452,5.45,5.7,23.3201,25.2086,0.2363,441.9116,4.1427,-14892420.92,-0.14 ,463310000.00 ,26.59 ,2844723400.00 ,-191.02 ,,,,,,,,,,,,
722,中央商场,百货,江苏,25.48,11.48,11.48,1598024.88,1243061.63,255309.66,1277,0.01,0.237,1.71,4.7,20000926,33828.07,0.29,43.73,240.1,23.83,4.21,57371,600280,-0.0247,-0.01,-0.5831,-0.0114,-1.3331,13.83,4.2,23.8252,272.4609,0.2372,6476.4695,5.6398,-159968796.7,-0.14 ,1963080000.00 ,8.04 ,9226476000.00 ,-57.68 ,,,,,,,,,,,,
3194,晨化股份,化工原料,江苏,24.49,0.5,1.5,78958.78,61049.21,5258.77,27263.4,1.82,0.43,4.44,3.04,20170213,18823.07,1.25,26.46,35.76,23.6,12.08,13600,300610,-0.0409,-0.0266,-0.3386,-0.1702,-20.8344,9.3,12.08,23.597,62.0195,0.4134,513.2475,3.4216,-20991822.75,-0.14 ,666000000.00 ,13.50 ,2024640000.00 ,-96.45 ,,,,,,,,,,,,
3198,光力科技,电器仪表,河南,94.18,0.64,1.92,72776.99,45763,4224.65,24617.3,1.28,0.105,3.31,4,20150702,18410.68,0.96,54.14,35.05,52.67,17.69,15738,300480,-0.2347,-0.037,-1.3106,-0.3478,-48.57,3.18,17.69,52.668,20.2736,0.1054,114.5829,0.5957,-26892606.63,-0.14 ,635520000.00 ,13.24 ,2542080000.00 ,-94.53 ,,,,,,,,,,,,
2179,东华软件,软件服务,北京,20.14,27.95,31.4,1439059.13,1172929.13,31982.93,234153.05,0.75,0.287,2.91,2.65,20060823,317053.63,1.01,17.71,42.5,33.4,21.3,97240,2065,-0.1041,-0.0306,-0.4882,-0.0857,-8.6917,9.86,21.29,33.4016,900.3405,0.2867,4227.8415,1.3465,-440118300.2,-0.14 ,9137400000.00 ,7.71 ,24214110000.00 ,-55.02 ,,,,,,,,,,,,
1950,宁波联合,综合类,浙江,22.03,3.11,3.11,766000.56,536470.13,70606.07,14680.95,0.47,0.332,6.85,1.42,19970410,98822.56,3.18,68.19,5.79,14.17,2.25,25338,600051,-0.0095,-0.0057,-0.2287,-0.0081,-0.9624,4.84,2.24,14.1712,103.1906,0.3319,4595.9182,14.7835,-43661222.9,-0.14 ,2130350000.00 ,9.73 ,3025097000.00 ,-69.29 ,,,,,,,,,,,,
2532,欧比特,半导体,广东,63.71,4.64,6.23,254461.34,117793.97,12408.71,104019.17,1.67,0.146,3.27,3.78,20100211,34844.26,0.56,67.15,149.68,40.17,18.94,49000,300053,-0.1826,-0.0344,-0.9624,-0.1742,-18.5096,4.45,18.93,40.1691,90.8223,0.1457,479.5721,0.7695,-87569865.46,-0.14 ,2037210000.00 ,12.36 ,7700653800.00 ,-87.94 ,,,,,,,,,,,,
1018,银禧科技,塑料,广东,37.16,4.03,5.06,330025.81,175252.56,66322.38,119336.42,2.36,0.32,4.27,3.51,20110525,42985.76,0.85,75.62,3.25,20.93,8.68,22744,300221,-0.0405,-0.0216,-0.4592,-0.0638,-7.1764,7.08,8.68,20.9333,153.0825,0.3027,1763.0339,3.4864,-71402872.95,-0.14 ,2160620000.00 ,14.99 ,7583776200.00 ,-106.21 ,,,,,,,,,,,,
105,天首发展,纺织,内蒙,0,3.19,3.22,75417.53,53608.76,3597.43,48295.81,1.5,-0.03,1.64,4.09,19961008,-27566.28,-0.86,83.91,60.67,3.38,-26.25,25093,611,-1.2357,-0.0607,,-0.2034,-20.3438,-1.83,-26.25,3.3825,-9.7272,-0.0302,37.0509,0.1151,-45783797.13,-0.14 ,528080000.00 ,6.71 ,2159847200.00 ,-47.17 ,,,,,,,,,,,,
2608,东方明珠,影视音像,上海,29.11,21.8,26.41,3545592.5,2032599,255061.47,1222269.13,4.63,0.383,10.07,1.48,19930316,1028609.63,3.89,-20.21,-47.52,24.74,8.3,164158,600637,-0.0308,-0.0106,-0.3158,-0.0566,-5.88,3.8,8.3,24.7404,1012.575,0.3832,12197.9777,4.6174,-375697713.2,-0.14 ,26594870000.00 ,14.90 ,39360407600.00 ,-104.77 ,,,,,,,,,,,,
3511,隆盛科技,汽车配件,江苏,100.35,0.17,0.68,46213.92,31780.6,10598.8,17261.03,2.54,0.24,4.92,5.43,20170725,8266.24,1.22,0,0,31.21,11.61,8885,300680,-0.0831,-0.021,-0.7154,-0.0762,-8.5899,4.05,11.61,31.2074,13.5798,0.1997,116.9258,1.7194,-9716533.98,-0.14 ,334560000.00 ,26.72 ,1816660800.00 ,-186.97 ,,,,,,,,,,,,
1002,特变电工,电气设备,新疆,13.11,37.14,37.15,8495627,5079561.5,2152370.25,1112104,2.99,0.55,7.4,1.18,19970618,1165817.88,3.14,6.78,5.05,22.24,6.6,273190,600089,-0.0189,-0.0063,-0.2317,-0.0104,-1.4312,6.39,6.59,22.2402,1855.7956,0.499,28126.1316,7.5635,-531583887.2,-0.14 ,27491000000.00 ,8.73 ,32439380000.00 ,-61.02 ,,,,,,,,,,,,
1993,南通锻压,专用机械,江苏,357.37,1.28,1.28,88716.45,59127.05,18655.36,42192.15,3.3,0.069,5.01,6.6,20111229,7538.57,0.59,28.6,103.87,20.82,3.58,5343,300280,-0.0743,-0.0207,-2.0724,-0.0747,-7.7033,1.38,3.58,20.818,8.873,0.0693,247.5036,1.9336,-18389517.48,-0.14 ,641280000.00 ,33.07 ,4232448000.00 ,-230.16 ,,,,,,,,,,,,
3063,*ST沈机,机床制造,辽宁,59.42,7.4,7.65,2141068.5,1708327.25,300351.47,134763.11,1.76,0.15,1.13,8.09,19960718,-137386.52,-1.79,-32.91,108.39,25.88,2.81,116271,410,-0.0349,-0.0041,,-0.0041,-0.4654,,-24.8,26.2003,-782.2343,-1.0218,3154.0148,4.1203,-110075116.5,-0.14 ,864450000.00 ,9.14 ,6993400500.00 ,-63.53 ,,,,,,,,,,,,
1324,贝因美,乳制品,浙江,0,10.22,10.23,568546.5,294199.28,157403.92,118346.17,1.16,-0.375,2.45,2.11,20110412,4649.27,0.05,9.67,6.3,60.42,-19.1,77624,2570,-0.0735,-0.0259,,-0.0467,-5.7913,-15.29,-19.09,60.4166,-383.273,-0.3748,2007.0059,1.9628,-147514933.7,-0.14 ,2506350000.00 ,5.17 ,5288398500.00 ,-35.85 ,,,,,,,,,,,,
418,易事特,电气设备,广东,24.01,22.98,23.29,1166166.75,779145.81,292331.34,32365.19,0.14,0.225,1.78,4.04,20140127,151679.81,0.65,45.48,93.43,18.78,9.58,76000,300376,-0.0614,-0.0288,-0.6407,-0.0451,-5.0827,12.62,9.58,18.7753,524.3899,0.2251,5473.2354,2.35,-336056653.6,-0.14 ,4145620000.00 ,7.19 ,16748304800.00 ,-49.84 ,,,,,,,,,,,,
403,合力泰,元器件,山东,24.17,20.49,31.28,1840910.75,1128832.63,267497.94,447887.19,1.43,0.29,3.12,2.99,20080220,204815.42,0.65,34.3,57,17.72,8.77,30841,2217,-0.0437,-0.0246,-0.5,-0.0526,-6.5841,9.29,8.76,17.7245,907.7844,0.2901,10352.4645,3.3092,-452402698.7,-0.14 ,9759360000.00 ,9.33 ,29180486400.00 ,-64.50 ,,,,,,,,,,,,
2964,卫宁健康,软件服务,上海,74.89,11.47,16.08,348628.31,156054.09,38529.87,35124.05,0.22,0.08,1.55,5.35,20110818,63370.26,0.39,17.96,-70.89,50.98,19.39,65884,300253,-0.3382,-0.0669,-1.8359,-0.2442,-26.9454,5.38,19.38,50.9842,133.6239,0.0833,689.3023,0.43,-233122037.9,-0.14 ,2492400000.00 ,8.29 ,13334340000.00 ,-57.20 ,,,,,,,,,,,,
3106,新易盛,通信设备,四川,41.45,1.25,2.38,135900.52,100870.77,29193.11,30134.97,1.27,0.42,4.57,4.91,20160303,48375.46,2.03,29.88,20.03,25.61,14.6,21261,300502,-0.0524,-0.0255,-0.3588,-0.1179,-11.9693,9.07,14.59,25.6115,96.6216,0.415,661.9241,2.8433,-34684822.84,-0.15 ,1087660000.00 ,22.44 ,5340410600.00 ,-153.97 ,,,,,,,,,,,,
2772,华通医药,医药商业,浙江,36.82,1.24,2.1,115923.52,72531.4,22373.75,13910.95,0.66,0.164,2.73,2.95,20150527,20180.9,0.96,10.46,15.27,13.54,3.4,16227,2758,-0.0303,-0.0265,-0.9187,-0.0523,-5.337,6.01,3.4,13.5437,34.431,0.1639,1012.1529,4.8197,-30668232.87,-0.15 ,573300000.00 ,8.05 ,1691235000.00 ,-55.15 ,,,,,,,,,,,,
3047,中光防雷,元器件,四川,64.04,0.84,1.71,92818.34,78963.15,6396.7,27226.39,1.59,0.18,4.66,3.3,20150513,31499.33,1.84,4.26,-33.68,32.7,12.23,14048,300414,-0.0991,-0.0269,-0.8528,-0.192,-22.197,3.86,12.22,32.7049,30.8237,0.1803,252.1281,1.4751,-24985894.71,-0.15 ,796860000.00 ,15.38 ,2629638000.00 ,-105.24 ,,,,,,,,,,,,
904,*ST金宇,纺织,四川,0,1.28,1.28,51576.12,17984.07,6697.72,2009.93,0.16,-0.288,0.19,97.72,19980303,-15259.37,-1.19,-65.03,-6.3,-9.29,-176.37,6647,803,-0.8979,-0.0363,,-0.0381,-4.2926,-149.37,-176.37,-9.2947,-36.7874,-0.288,20.8577,0.1632,-18728128.83,-0.15 ,24320000.00 ,18.57 ,2376550400.00 ,-126.90 ,,,,,,,,,,,,
2552,赞宇科技,日用化工,浙江,33.41,2.4,4.22,519977.44,250299.09,183621.48,115146.47,2.73,0.195,4.99,1.74,20111125,48446.55,1.15,90.75,9.17,8.65,1.56,15736,2637,-0.0117,-0.0118,-1.1304,-0.0233,-2.4082,3.91,1.56,8.6513,82.4665,0.1953,5282.7897,12.5125,-61808639.49,-0.15 ,2105780000.00 ,8.68 ,3664057200.00 ,-59.28 ,,,,,,,,,,,,
101,新筑股份,机械基件,四川,0,6.41,6.54,544867.63,294692.16,161461.56,144434.88,2.21,-0.14,3.45,1.99,20100921,7074.32,0.11,-8.07,-1715.03,26,-10.44,35161,2480,-0.1136,-0.0176,,-0.0309,-4.8084,-3.97,-10.44,25.9961,-88.3631,-0.1369,846.0784,1.311,-96114506.24,-0.15 ,2256300000.00 ,6.87 ,4490037000.00 ,-46.72 ,,,,,,,,,,,,
278,海伦哲,专用机械,江苏,59.13,8.58,10.29,265169.41,177160.13,22706.7,9501.98,0.09,0.074,1.38,4.19,20110407,27438.9,0.27,28.11,116.12,28.17,7.49,41529,300201,-0.1499,-0.0571,-1.9947,-0.1245,-14.5572,5.32,7.48,28.1659,75.6633,0.0735,1010.6134,0.9825,-151490948.7,-0.15 ,1420020000.00 ,5.78 ,5949883800.00 ,-39.28 ,,,,,,,,,,,,
1654,广州浪奇,日用化工,广东,117.97,4.46,5.23,442406,361701.09,44288.98,103263.96,1.97,0.043,3.42,1.98,19931108,17523.78,0.34,24.45,11.14,2.83,0.27,38819,523,-0.0093,-0.0174,-5.6572,-0.0292,-2.971,1.25,0.27,2.8298,22.5075,0.043,8282.3044,15.8378,-77025430.92,-0.15 ,1788660000.00 ,6.77 ,3541546800.00 ,-45.98 ,,,,,,,,,,,,
2231,神州易桥,互联网,青海,0,4.72,7.66,396809.28,89005.11,40522.25,208497.02,2.72,-0.068,3.55,2.03,19961004,-25787.97,-0.34,38.78,-400.52,38.35,-14.63,29814,606,-0.3161,-0.0285,,-0.107,-42.8318,-1.92,-14.63,38.3462,-52.3185,-0.0683,357.6084,0.4669,-113040015.2,-0.15 ,2719300000.00 ,7.21 ,5520179000.00 ,-48.83 ,,,,,,,,,,,,
3334,文一科技,机械基件,安徽,0,1.58,1.58,84744.09,38445.15,13773.57,37950.73,2.4,-0.017,2.69,5.94,20020108,-12356.25,-0.78,46.61,27.3,19.88,-1.17,10627,600520,-0.1012,-0.0276,,-0.0637,-6.5608,-0.63,-1.16,19.8776,-2.6976,-0.017,231.0779,1.4585,-23385083.48,-0.15 ,425020000.00 ,15.98 ,2524618800.00 ,-107.96 ,,,,,,,,,,,,
