,年龄,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,月投资额,月余额
582,30.0,33439.39,2893.615833,8.0,6.0,6.0,4.0,6.0,10.0,15.58,3.0,372.17,22.98669808,217.9353296,282.8210653
583,36.0,62953.95,5544.1625,7.0,8.0,15.0,8.0,37.0,10.0,18.08,6.0,2829.92,25.71845602,96.18060782,393.7460699
584,36.0,94739.7,6765.093234,3.0,1391.0,3.0,1.0,16.0,4.0,6.14,1.0,1413.38,29.3859074,54.47860559,896.5300743
585,45.0,19489.28,1388.106667,6.0,6.0,20.0,701.0,41.0,19.0,30.6,10.0,3651.35,28.72717633,133.4000725,147.0222217
586,25.0,141952.76,11726.39667,7.0,4.0,16.0,1.0,29.0,18.0,11.48,4.0,1498.17,31.3643809,173.1882059,1129.692558
587,33.0,139711.0,11526.58333,6.0,7.0,15.0,6.0,5.0,9.0,11.82,8.0,1090.56,37.27318605,462.1972498,379.7526216
588,25.0,118831.62,9625.635,0.0,6.0,6.0,2.0,7.0,5.0,2.37,6.0,1406.77,25.77339948,167.8393872,896.2859822
589,28.0,31241.2,2719.433333,6.0,8.0,17.0,5.0,48.0,28.0,8.91,6.0,2176.5,26.52333654,89.31436806,310.561606
590,42.0,40600.61,680.3558333,4.0,7.0,6.0,2.0,9.0,10.0,5.5,2.0,1198.96,33.44434002,75.54045342,462.8831117
591,46.0,31254.23,2665.519167,0.0,6.0,4.0,-100.0,12.0,2.0,15.94,1.0,783.52,26.33589077,136.8692281,335.1790716
592,44.0,68380.29,5448.3575,4.0,4.0,18.0,3.0,21.0,16.0,4.74,9.0,1293.3,29.00313194,280.9065683,428.0413446
593,14.0,18729.06,680.3558333,9.0,8.0,19.0,9.0,46.0,21.0,0.99,12.0,2585.89,25.18280537,72.48890418,230.9456115
594,22.0,82410.12,680.3558333,0.0,3.0,3.0,1.0,0.0,11.0,0.89,4.0,587.66,34.28839345,437.9766898,469.1707682
595,29.0,15762.72,1593.56,3.0,3.0,20.0,4.0,14.0,10.0,10.76,4.0,1050.18,29.20978756,146.9289406,261.4442594
596,44.0,22530.97,1684.580833,3.0,3.0,4.0,1.0,7.0,14.0,8.52,4.0,370.35,25.73091802,162.420844,284.6556394
597,42.0,100192.32,8171.36,8.0,4.0,5.0,4.0,15.0,8.0,7.98,1.0,1221.55,27.04614526,569.2758806,360.386464
598,31.0,57742.86,4699.905,10.0,5.0,31.0,7.0,48.0,24.0,2.61,10.0,1758.91,24.8512096,87.18848491,351.1604879
599,40.0,20877.19,1779.765833,7.0,6.0,20.0,5.0,20.0,20.0,15.69,16.0,1324.1,28.84077723,10000.0,304.1005067
600,30.0,176956.6,14880.38333,3.0,5.0,4.0,1.0,2.0,10.0,6.77,1.0,116.94,35.11011428,683.8347785,981.6415892
601,16.0,52982.07,4344.1725,6.0,8.0,31.0,8.0,55.0,15.0,15.37,8.0,3951.34,37.43809259,243.6272686,179.1480838
602,24.0,73871.92,6037.442096,8.0,10.0,33.0,7.0,17.0,13.0,10.6,15.0,2284.63,36.43730032,10000.0,410.8315851
603,34.0,106605.6,8687.8,7.0,7.0,12.0,1.0,26.0,18.0,9.01,3.0,544.14,26.80278073,678.9892294,414.8059976
604,45.0,27881.32,2077.443333,3.0,7.0,18.0,3.0,18.0,11.0,3.1,6.0,1264.51,37.73265828,30.84673986,389.698267
605,42.0,47370.64,680.3558333,5.0,6.0,2382.0,1.0,16.0,21.0,8.52,0.0,1397.52,39.79524693,92.01661693,503.9223197
606,15.0,19357.89,1364.1575,8.0,10.0,15.0,6.0,40.0,23.0,14.46,7.0,4064.81,26.5476286,10000.0,152.8858289
607,37.0,60340.08,4327.369161,2.0,5.0,3.0,3.0,19.0,8.0,11.0,1.0,638.7,38.39348026,310.6289228,300.7818895
608,40.0,38685.98,3360.831667,1.0,5.0,3.0,2.0,11.0,12.0,1.24,4.0,1340.41,33.7293762,89.7804197,463.7002318
609,24.0,70851.84,5947.32,8.0,6.0,11.0,2.0,5.0,11.0,13.86,9.0,972.89,27.91215026,10000.0,648.8412504
610,14.0,31273.54,2752.128333,5.0,5.0,20.0,2.0,13.0,9.0,16.63,8.0,2382.3,29.18364387,35.11409169,440.1590294
611,33.0,19506.73,1491.560833,9.0,7.0,22.0,6.0,47.0,15.0,2.69,11.0,1594.83,39.14029786,10000.0,255.9495872
612,17.0,14187.13,1304.642379,3.0,4.0,22.0,3.0,25.0,19.0,18.35,10.0,1481.83,26.70592388,73.23746005,324.0660574
613,41.0,42121.92,3500.16,4.0,5.0,7.0,3.0,12.0,4.0,14.15,0.0,165.17,38.51593822,143.5371371,367.2269308
614,44.0,67930.88,5729.906667,5.0,4.0,25.0,7.0,24.0,11.0,11.28,4.0,2486.49,38.86120982,10000.0,219.0969912
615,17.0,10499.56,995.9633333,8.0,3.0,11.0,7.0,24.0,8.0,7.86,5.0,2469.98,32.94947596,47.62610949,301.4327838
616,19.0,9536.42,769.7016667,7.0,5.0,26.0,6.0,31.0,22.0,5.26,15.0,1298.56,31.9370207,74.88109371,244.9956756
617,19.0,47557.02,3715.085,4.0,3.0,17.0,6.0,14.0,18.0,11.34,6.0,2213.85,26.2916742,200.1718795,318.4566148
618,41.0,79760.4,6927.7,5.0,6.0,9.0,2.0,15.0,14.0,12.29,9.0,2406.19,28.94160047,127.0232441,710.5533504
619,44.0,106815.54,9125.295,5.0,5.0,11.0,1.0,24.0,14.0,5.55,4.0,529.87,38.59010915,89.75727798,993.3502846
620,41.0,19013.285,1358.084839,1.0,5.0,3.0,1.0,16.0,7.0,11.11,2.0,193.58,32.1252404,53.51045096,352.7018381
621,22.0,22020.37,1605.030833,5.0,6.0,6.0,3.0,19.0,10.0,5.14,4.0,1343.64,30.26880523,92.30677458,311.5976781
622,41.0,109621.56,680.3558333,4.0,5.0,6.0,1.0,7.0,13.0,1.06,6.0,740.23,33.38998304,10000.0,740.4343604
623,22.0,36298.36,2842.863333,3.0,4.0,9.0,2.0,15.0,13.0,-1.62,6.0,1044.75,35.27272413,111.1891248,400.3019773
624,53.0,33991.62,680.3558333,3.0,6.0,6.0,4.0,2.0,5.0,9.48,1459.0,1326.98,28.50463455,199.9658049,299.6490802
625,992.0,60174.93,680.3558333,9.0,8.0,26.0,5.0,29.0,16.0,9.18,6.0,3015.47,24.19157273,88.07485926,507.2884505
626,40.0,35462.52,680.3558333,8.0,9.0,31.0,4.0,58.0,17.0,6.14,12.0,2371.87,30.47893878,154.4275297,322.1664383
627,43.0,57502.5,5055.875,10.0,5.0,4530.0,7.0,61.0,12.0,15.26,9.0,2521.64,35.06405927,206.2408415,262.8207251
628,39.0,32540.8,2816.733333,10.0,10.0,29.0,9.0,32.0,24.0,16.54,6.0,2571.84,30.74131806,328.9664106,104.2069198
629,33.0,16706.97,1364.2475,6.0,7.0,28.0,7.0,44.0,18.0,6.56,11.0,3987.25,30.29919787,162.008422,194.0488424
630,17.0,33390.92,3068.576667,7.0,10.0,19.0,9.0,48.0,17.0,23.73,11.0,3513.91,37.52348395,271.6985687,127.0670421
631,32.0,34188.81,2719.0675,0.0,4.0,5.0,1.0,13.0,0.0,3.22,0.0,1076.67,32.88738436,187.2169115,329.51124
632,25.0,78417.44,6772.786667,8.0,10.0,21.0,5.0,22.0,11.0,19.35,9.0,1656.54,37.12832093,207.1495201,506.1663615
633,23.0,14841.17,989.7641667,7.0,6.0,33.0,2.0,60.0,12.0,10.2,13.0,1371.17,34.13700274,53.33727097,282.3167941
634,54.0,33103.85,2512.654167,3.0,237.0,14.0,3.0,29.0,17.0,10.39,3.0,521.92,34.84744555,175.0531629,292.2798858
635,21.0,18053.32,680.3558333,5.0,6.0,13.0,7.0,19.0,10.0,5.06,9.0,1262.85,35.28556265,36.25717266,309.881063
636,56.0,165774.56,13560.54667,0.0,7.0,12.0,2.0,2.0,0.0,1.59,3.0,1171.5,29.67399347,10000.0,840.2092257
637,14.0,11877.735,724.81125,3.0,4.0,15.0,4.0,12.0,8.0,9.64,6.0,172.91,30.79963561,42.14615714,297.4156182
638,40.0,11688.93,1239.0775,6.0,7.0,19.0,4.0,21.0,13.0,5.3,4.0,1066.48,27.77329563,51.60695527,290.518657
639,41.0,142639.96,11787.66333,5.0,4.0,16.0,1.0,26.0,13.0,7.69,2.0,1351.02,30.30432464,583.0863826,805.3948459
640,40.0,21457.185,1846.09875,1.0,5.0,9.0,1.0,6.0,4.0,5.74,3.0,749.41,35.90375318,123.5031713,312.1361273
641,28.0,33133.71,680.3558333,6.0,5.0,6.0,2.0,15.0,20.0,12.79,6.0,1406.81,34.84814389,53.77160651,435.9970625
642,52.0,43354.77,3491.8975,1.0,4.0,4.0,1.0,10.0,12.0,8.23,5.0,1159.33,30.42068632,194.4914333,384.7820622
643,36.0,30061.36,2480.113333,5.0,6.0,7.0,2.0,15.0,19.0,14.28,1.0,242.47,33.70256407,86.02384938,374.6025468
644,16.0,8359.475,748.6229167,8.0,9.0,21.0,9.0,30.0,28.0,2.92,4.0,2169.59,36.12924821,13.34299559,238.9920355
645,36.0,31067.03,2297.919167,5.0,3.0,5.0,4.0,25.0,12.0,12.2,5.0,778.68,32.46519308,196.2280375,234.3133897
646,33.0,22488.625,1700.052083,1.0,3.0,6.0,1.0,10.0,11.0,3.69,3.0,590.85,25.2429692,26.99001335,381.5365933
647,39.0,9436.415,550.3679167,7.0,9.0,28.0,-100.0,15.0,19.0,18.59,7.0,3073.02,33.18117248,0.0,244.5274833
648,44.0,15712.65,1195.3875,10.0,7.0,22.0,9.0,23.0,26.0,16.94,12.0,2540.41,39.89098295,128.6089392,201.0630521
649,49.0,12165.52,1176.793333,8.0,7.0,10.0,3.0,25.0,16.0,9.16,3.0,1377.18,34.34544087,51.27342568,306.9053755
650,31.0,76714.08,6401.84,0.0,7.0,11.0,3.0,5.0,3.0,6.78,3.0,1126.3,39.97888206,58.52483677,720.3754383
651,55.0,136542.08,11242.50667,3.0,7.0,14.0,2.0,27.0,15.0,5.74,2.0,3.31,29.63326719,205.8991678,979.7768977
652,37.0,97583.43,7846.9525,7.0,7.0,9.0,1.0,21.0,18.0,1.92,1.0,1296.8,38.97953525,299.0432327,709.1402282
653,43.0,59907.78,4851.315,5.0,3.0,12.0,2.0,23.0,16.0,11.23,0.0,719.35,26.74140504,153.2251122,514.6482733
654,43.0,75773.2,6248.433333,8.0,5.0,32.0,9.0,31.0,19.0,18.74,11.0,3659.35,33.9531942,398.9319316,217.7864402
655,28.0,155911.4,13246.61667,1.0,5.0,11.0,3.0,20.0,9.0,6.96,3.0,886.96,31.76771929,10000.0,695.9017208
656,48.0,28378.53,2228.8775,6.0,3.0,9.0,-100.0,13.0,10.0,16.42,5.0,316.61,27.75866511,195.7419023,296.2942416
657,32.0,11032.075,790.3395833,8.0,3.0,13.0,2.0,5.0,10.0,8.86,7.0,1043.81,39.84294713,91.35887276,268.366966
658,30.0,10210.735,733.8945833,10.0,9.0,30.0,5.0,17.0,16.0,24.69,9.0,3694.28,34.75394787,96.12819192,225.2366271
659,5936.0,35124.99,680.3558333,0.0,1.0,10.0,4.0,14.0,11.0,9.52,4.0,384.22,31.39784111,271.5345235,185.2772627
660,48.0,18622.57,1766.880833,3.0,3.0,12.0,3.0,4.0,1.0,4.85,4.0,117.58,38.16855007,78.41328202,347.6390835
661,19.0,8658.18,637.515,10.0,7.0,22.0,7.0,21.0,10.0,8.52,14.0,2599.69,26.61702069,73.72756644,243.3281497
662,19.0,8139.495,391.29125,10.0,7.0,16.0,9.0,59.0,10.0,18.87,7.0,3075.98,33.15613975,44.18529263,246.9900071
663,36.0,63213.12,5233.76,4.0,4.0,9.0,4.0,14.0,6.0,8.47,4.0,584.85,25.5218055,120.5984327,476.6599146
664,52.0,49937.4,3670.800284,3.0,3.0,7.0,2.0,19.0,9.0,19.53,3.0,1069.53,26.1668207,263.6231381,387.1042637
665,46.0,68081.28,680.3558333,7.0,5.0,10.0,2.0,28.0,10.0,6.72,3.0,502.86,33.88645128,433.5288916,311.6022002
666,31.0,26053.36,2059.113333,8.0,6.0,11.0,2.0,11.0,15.0,13.13,0.0,1339.71,34.80553683,80.08507805,376.0962724
667,36.0,35719.4,680.3558333,3.0,2.0,11.0,2.0,12.0,10.0,8.54,4.0,1468.61,37.54121756,128.6207445,393.6343121
668,22.0,8213.68,926.4733333,5.0,4.0,14.0,6.0,24.0,10.0,16.84,11.0,2685.31,26.96570445,54.91724552,294.0877204
669,32.0,19300.34,1512.361667,6.0,1029.0,17.0,5.0,51.0,17.0,9.95,8.0,2430.21,25.84779062,83.44744883,288.2166556
670,49.0,16199.955,1140.99625,3.0,7.0,929.0,4.0,1.0,11.0,4.88,0.0,446.66,28.97227335,80.26319167,284.0541076
671,32.0,16072.1,1585.341667,8.0,4.0,15.0,7.0,30.0,10.0,13.21,10.0,1463.64,38.67346128,186.4591652,207.3258448
672,51.0,97688.4,7872.7,6.0,7.0,13.0,1135.0,13.0,17.0,0.63,1.0,1299.16,34.31069272,98.83880852,805.702288
673,34.0,20576.69,1992.724167,10.0,5.0,27.0,7.0,21.0,10.0,9.24,10.0,3050.91,31.37001362,118.1874591,273.0060234
674,29.0,60529.08,5069.09,5.0,3.0,219.0,1241.0,3.0,20.0,15.84,6.0,2329.34,39.819232,62.27656606,377.0517661
675,19.0,38831.83,680.3558333,3.0,5.0,9.0,2.0,16.0,1.0,7.74,0.0,807.04,22.04306859,227.4803178,301.4795391
676,36.0,31795.48,680.3558333,8.0,9.0,15.0,9.0,23.0,24.0,1.47,12.0,4791.08,22.72931699,278.2690458,95.27117277
677,56.0,60422.06,4863.171667,6.0,7.0,11.0,2.0,20.0,10.0,16.44,2.0,194.58,30.5939769,65.92973783,591.3793612
678,42.0,80264.88,6635.74,6.0,5.0,31.0,4.0,37.0,24.0,8.31,13.0,1522.85,23.94768454,10000.0,412.0399606
679,18.0,76689.8,6683.816667,3.0,6.0,8.0,6.0,5.0,12.0,19.7,6.0,1150.54,24.20988543,518.6064102,222.1622135
680,34.0,86567.96,6959.996667,3.0,7.0,1027.0,1.0,15.0,11.0,6.87,2.0,921.87,39.93496572,10000.0,642.0832936
681,22.0,126026.19,10704.1825,0.0,7.0,2.0,3.0,13.0,3.0,8.61,4.0,1475.49,27.90712404,10000.0,373.8483973
682,37.0,20426.38,1653.198333,1.0,7.0,11.0,4.0,0.0,4.0,3.45,1.0,622.66,26.68513221,76.55828815,304.1220514
683,19.0,69736.92,6091.41,6.0,10.0,26.0,5.0,15.0,20.0,16.16,6.0,4843.02,34.3561163,520.0806828,182.787142
684,-500.0,29669.28,2534.44,7.0,9.0,22.0,7.0,51.0,18.0,27.41,13.0,3055.13,40.3043892,93.04950597,319.1062879
685,37.0,66560.22,5369.685,5.0,7.0,20.0,2.0,28.0,13.0,1.93,0.0,837.34,31.55136361,39.13559172,657.5409085
686,50.0,36372.21,3269.0175,5.0,4.0,5.0,4.0,9.0,8.0,11.78,5.0,1455.94,41.23372043,157.6507373,353.453639
687,28.0,66823.12,5368.593333,6.0,8.0,19.0,6.0,44.0,17.0,5.87,11.0,1522.95,37.0326656,722.2062617,10.30550807
688,41.0,56604.96,4515.08,6.0,8.0,19.0,9.0,20.0,19.0,6.09,11.0,4870.27,34.17053613,147.7006898,209.6646007
689,39.0,23923.54,680.3558333,4.0,7.0,15.0,4.0,26.0,12.0,11.46,1.0,877.44,34.63795951,44.44635011,300.2633588
690,37.0,75650.04,6134.17,10.0,6.0,15.0,-100.0,19.0,22.0,28.83,8.0,2525.56,38.89760787,115.0551011,410.8273278
691,22.0,9336.935,887.0779167,6.0,6.0,25.0,7.0,38.0,24.0,15.72,14.0,3572.04,32.97998718,54.32276859,284.207509
692,20.0,60489.88,4996.823333,4.0,5.0,5.0,2.0,5.0,12.0,9.48,4.0,465.98,26.87763672,119.8029393,540.9720494
693,37.0,106418.67,8961.2225,3.0,6.0,15.0,3.0,17.0,17.0,19.31,7.0,848.03,26.24805238,535.1711458,381.7053544
694,29.0,53331.48,4255.29,10.0,5.0,26.0,9.0,61.0,10.0,9.23,15.0,2913.93,26.75338492,111.6519474,353.5364902
695,34.0,46887.99,4167.3325,7.0,6.0,25.0,3.0,53.0,20.0,7.63,14.0,2646.39,28.85292003,244.7839394,365.5355329
696,18.0,20083.06,1856.588333,8.0,5.0,5397.0,3.0,17.0,19.0,10.36,7.0,2381.47,30.07243635,60.09306342,341.7462508
697,42.0,85688.49,7208.7075,8.0,3.0,19.0,-100.0,16.0,17.0,13.71,4.0,0.34,35.29617475,480.3047748,59.42635211
698,41.0,36348.06,3265.005,6.0,5.0,32.0,-100.0,50.0,24.0,5.07,7.0,4974.81,32.1001081,181.4871741,285.6134077
699,32.0,55035.66,4690.305,7.0,8.0,33.0,2.0,57.0,15.0,19.73,6.0,2272.16,33.78132032,176.4644834,475.2316184
700,45.0,16372.05,1284.3375,10.0,7.0,22.0,5.0,50.0,17.0,28.5,10.0,3714.43,24.78664325,132.2423162,210.54566
701,20.0,152574.76,12547.56333,2.0,5.0,3.0,3.0,29.0,3.0,1.62,4.0,754.8,30.69935386,579.2748624,759.996628
702,32.0,20908.12,680.3558333,6.0,4.0,14.0,4.0,27.0,9.0,4.17,2.0,1461.03,35.45040206,109.8501104,261.6472164
703,25.0,122469.16,10072.76333,7.0,6.0,18.0,1.0,9.0,10.0,11.94,0.0,1154.21,35.08803699,244.0834795,920.1754532
704,41.0,38894.06,3010.171667,8.0,10.0,32.0,7.0,22.0,10.0,21.29,10.0,3997.22,40.57240855,205.4742773,139.9471781
705,21.0,17918.66,1519.221667,6.0,5.0,20.0,2.0,17.0,10.0,11.32,5.0,1761.39,39.67023794,110.7073818,309.9947622
706,27.0,9716.27,743.6891667,9.0,10.0,33.0,3.0,39.0,9.0,9.55,14.0,2198.96,27.47201598,27.33684095,312.9907481
707,29.0,44219.46,3855.955,6.0,7.0,12.0,7.0,25.0,10.0,18.21,7.0,1685.8,34.80192767,10000.0,262.2074522
708,34.0,19703.09,1563.924167,9.0,9.0,22.0,7.0,32.0,15.0,21.51,11.0,2677.04,29.66368273,73.61950177,273.5336067
709,23.0,18140.94,1780.745,7.0,10.0,17.0,7.0,39.0,8.0,15.45,11.0,2302.31,28.94280449,166.4779941,216.3421273
710,15.0,53611.71,4733.6425,6.0,5.0,8.0,3.0,5.0,15.0,13.82,8.0,1458.84,38.45941368,155.3156872,510.6914339
711,41.0,29715.16,680.3558333,4.0,6.0,16.0,5.0,18.0,9.0,14.19,8.0,1036.03,23.48895999,60.44263576,331.6602154
712,29.0,16362.68,1536.556667,10.0,1391.0,18.0,6.0,55.0,24.0,3.36,4.0,2635.48,25.17404,188.6075336,177.334739
713,43.0,36366.68,2987.556667,5.0,4.0,13.0,2.0,16.0,19.0,13.17,4.0,484.73,35.26037573,47.54994816,449.0291276
714,23.0,16406.08,1604.173333,5.0,5.0,16.0,3.0,22.0,17.0,18.02,10.0,1618.94,27.80110534,33.32845226,342.8948382
715,32.0,169229.44,13892.45333,2.0,4.0,11.0,4.0,11.0,4.0,10.36,4.0,708.42,29.62104962,395.8919797,958.2790439
716,28.0,33535.89,2891.6575,4.0,5.0,7.0,1.0,8.0,2.0,12.43,0.0,970.22,38.40859513,181.6755634,369.3965622
717,53.0,16243.105,1111.592083,3.0,3.0,12.0,2.0,6.0,11.0,7.43,2.0,877.04,24.46592019,113.8534973,266.4403734
718,17.0,40944.82,3588.068333,7.0,7.0,17.0,3.0,19.0,13.0,11.4,7.0,948.81,29.72414857,245.3534752,299.4691909
719,38.0,95401.47,8171.1225,7.0,7.0,20.0,4.0,28.0,11.0,19.38,2.0,921.31,27.43976162,187.6278672,639.3886152
720,23.0,64249.44,5428.12,7.0,7.0,24.0,7.0,28.0,16.0,9.78,11.0,1450.31,32.75480711,211.247929,352.0838333
721,27.0,20043.26,1385.271667,7.0,10.0,25.0,6.0,31.0,18.0,28.86,8.0,3713.24,28.59469343,107.1216927,232.1080886
722,40.0,60682.11,5179.8425,8.0,5.0,23.0,5.0,39.0,20.0,26.12,8.0,4899.87,33.14976043,10000.0,454.5215288
723,19.0,14719.33,1289.070193,4.0,5.0,9.0,7.0,9.0,19.0,15.31,7.0,2421.78,37.49589839,124.7484059,229.1451253
724,20.0,122434.23,10004.8525,3.0,2.0,5.0,3.0,14.0,10.0,7.33,3.0,321.9,37.73871063,519.2356518,464.2003541
725,26.0,15610.61,1350.884167,6.0,10.0,28.0,9.0,37.0,21.0,0.5,11.0,2072.63,33.6707254,10000.0,232.057006
726,44.0,65047.53,5550.6275,3.0,5.0,15.0,4.0,19.0,16.0,12.09,1.0,1254.45,23.87090817,485.9702388,158.7662003
727,41.0,53354.85,4633.2375,8.0,10.0,24.0,4.0,25.0,20.0,17.22,11.0,1966.12,37.41740812,348.5881898,232.4836913
728,42.0,60106.11,680.3558333,6.0,9.0,32.0,3.0,33.0,4211.0,11.5,477.0,1462.16,27.60980664,156.844315,480.4972564
729,31.0,130782.4,10773.53333,6.0,7.0,10.0,4.0,16.0,16.0,9.95,4.0,492.86,32.1918679,1192.198166,10.30550807
730,44.0,12821.845,840.4870833,7.0,6.0,17.0,-100.0,10.0,20.0,5.76,2.0,1475.23,31.01099438,71.78413589,292.0530787
731,38.0,70973.32,5741.443333,3.0,6.0,18.0,3.0,9.0,14.0,10.18,8.0,2457.36,42.20669418,205.7016513,542.5009493
732,35.0,83359.08,680.3558333,8.0,6.0,13.0,3.0,24.0,10.0,14.42,0.0,1024.19,36.59156891,193.7602647,583.9493415
733,28.0,32825.81,2649.484167,2.0,7.0,3.0,4.0,15.0,5.0,1.94,6.0,1035.24,38.80888794,242.5268528,248.1159886
734,18.0,14974.765,680.3558333,4.0,5.0,6.0,4.0,18.0,13.0,7.53,1.0,1292.04,25.47318141,70.82305384,281.0900074
735,37.0,60537.18,5182.765,7.0,4.0,6.0,2.0,19.0,18.0,11.93,2.0,393.5,32.61946567,332.1686619,376.8965831
736,20.0,102665.07,8737.4225,5.0,3.0,15.0,6.0,24.0,19.0,19.64,8.0,969.83,34.78443217,10000.0,533.0691111
737,40.0,33355.81,2981.650833,6.0,5.0,12.0,2.0,13.0,17.0,11.52,4.0,461.34,35.70500583,10000.0,463.3163528
738,25.0,33101.56,2989.463333,6.0,10.0,29.0,6.0,16.0,21.0,5.12,10.0,1507.49,29.09354313,43.29381683,420.147729
739,16.0,9429.325,909.7770833,5.0,5.0,28.0,2.0,26.0,18.0,5.27,10.0,2101.94,33.28092876,93.18422314,264.9419645
740,40.0,40430.92,3489.243333,6.0,8.0,15.0,9.0,34.0,21.0,4.85,14.0,1783.53,33.89572861,148.1951848,193.8867971
741,23.0,18769.1,1460.091667,5.0,3.0,21.0,7.0,24.0,10.0,15.87,10.0,2590.93,33.78257824,47.60129855,267.3865423
742,28.0,50173.54,4323.128333,6.0,4.0,11.0,3.0,19.0,14.0,5.09,5.0,293.88,33.04024252,176.0631504,440.9443931
743,25.0,81435.0,6667.25,10.0,7.0,32.0,2.0,54.0,17.0,19.21,11.0,1762.75,30.90899981,152.3328882,663.4521333
744,39.0,56089.95,4875.1625,9.0,5.0,15.0,7.0,57.0,17.0,4.31,9.0,2561.61,35.01016342,274.7928002,226.1881536
745,47.0,28022.9,2098.241667,5.0,7.0,5.0,1.0,5.0,13.0,10.79,9.0,385.54,30.8215266,153.800111,314.2793842
746,38.0,21275.22,1665.935,5.0,3.0,5.0,3.0,8.0,16.0,8.83,5.0,609.41,26.71142877,59.35348531,318.2348478
747,32.0,75742.32,6361.86,9.0,6.0,30.0,5.0,59.0,25.0,-1.18,12.0,1513.12,32.90847787,10000.0,27.12124036
748,33.0,13207.76,822.6466667,7.0,5.0,9.0,4.0,18.0,10.0,15.15,12.0,780.74,33.18670584,70.1411082,264.3437785
749,16.0,10352.745,861.72875,3.0,5.0,6.0,7.0,27.0,17.0,15.99,6.0,343.41,37.4221037,56.00327691,283.5402211
750,55.0,23256.59,680.3558333,6.0,7.0,7.0,4.0,13.0,22.0,3.41,4.0,1216.75,33.76269354,126.884125,296.2620241
751,41.0,56270.46,680.3558333,6.0,3.0,16.0,2.0,9.0,19.0,15.45,8.0,1570.56,32.64120312,412.4564011,281.5332001
752,23.0,20252.78,1451.731667,7.0,8.0,28.0,7.0,53.0,16.0,27.51,12.0,4576.95,32.40946271,193.8763986,130.1099522
753,42.0,20774.34,1702.195,6.0,6.0,25.0,3.0,10.0,5.0,19.93,7.0,1822.87,23.12388719,71.88982375,321.2408976
754,21.0,67518.81,680.3558333,8.0,5.0,8.0,1.0,9.0,17.0,9.88,5.0,264.7,34.56243253,160.412868,627.4853015
755,32.0,26265.81,2464.8175,3.0,3.0,17.0,4.0,12.0,19.0,18.48,6.0,1259.6,27.989093,327.2227435,162.5965048
756,41.0,2460850.0,680.3558333,5.0,4.0,19.0,2.0,5.0,9.0,4.72,1.0,48.79,38.75281226,1252.680455,52.15717837
757,29.0,85583.02,7366.918333,4.0,1.0,2.0,3.0,14.0,2521.0,9.51,2.0,44.08,24.10881034,103.2242796,688.7910753
758,25.0,71208.16,6029.013333,6.0,7.0,16.0,7.0,22.0,25.0,1.73,7.0,1358.23,33.00997888,217.2096119,360.4204171
759,28.0,38073.6,3048.8,10.0,6.0,20.0,5.0,38.0,18.0,10.79,9.0,1644.31,31.97796183,23.34390932,377.6364054
760,33.0,17912.65,1665.720833,9.0,5.0,25.0,-100.0,26.0,23.0,16.19,11.0,2822.13,27.84665064,47.46875487,312.0594454
761,35.0,16791.21,1143.2675,6.0,5.0,27.0,7.0,45.0,16.0,19.14,7.0,3321.22,28.00104256,93.31460196,215.2321887
762,20.0,8538.405,992.53375,7.0,5.0,30.0,6.0,28.0,21.0,24.73,9.0,4171.09,28.95763327,128.6163344,233.4612579
763,20.0,14273.35,1387.445833,9.0,7.0,24.0,8.0,45.0,19.0,7.16,9.0,3509.08,33.94348745,50.73184776,256.7742379
764,-500.0,82489.92,7055.16,9.0,9.0,25.0,3.0,48.0,15.0,11.33,11.0,1816.7,38.71449356,176.1109687,579.8503441
765,21.0,29704.64,2365.386667,4.0,7.0,13.0,5.0,16.0,19.0,7.1,5.0,1713.04,33.03786044,65.7350323,372.0628458
766,21.0,34334.9,680.3558333,5.0,6.0,8.0,3.0,8.0,1.0,5.58,1.0,1094.04,37.8773523,123.9104974,361.6665699
767,22.0,14517.44,1293.786667,10.0,8.0,30.0,6.0,62.0,21.0,4.73,6.0,1384.57,40.27260077,110.0054606,269.2351164
768,41.0,10629.93,1096.8275,6.0,7.0,15.0,1.0,22.0,11.0,15.15,3.0,582.83,28.34912231,118.8773902,272.9035133
769,29.0,15855.34,1198.278333,7.0,7.0,15.0,7.0,9.0,23.0,10.31,6.0,1332.7,29.79372865,112.0180317,237.5958118
770,21.0,18736.83,680.3558333,10.0,6.0,25.0,7.0,49.0,19.0,26.37,12.0,4384.76,37.78796015,52.46481352,303.1253984
771,32.0,89154.27,7223.5225,3.0,4.0,17.0,2.0,9.0,10.0,18.58,10.0,102.66,35.18380079,10000.0,673.426796
772,18.0,127464.8,10572.06667,7.0,4.0,14.0,1.0,26.0,17.0,10.98,0.0,917.37,36.59069003,372.8253765,849.1165328
773,40.0,68529.92,6000.826667,10.0,10.0,18.0,7.0,34.0,19.0,16.99,12.0,2643.57,28.2646627,501.3765561,60.51174901
774,1330.0,14313.74,1334.811667,7.0,6.0,31.0,6.0,40.0,17.0,26.71,15.0,4050.69,35.210956,30.17830929,311.2877906
775,34.0,98646.36,8170.53,5.0,4.0,11.0,2.0,5.0,10.0,10.87,3.0,559.35,40.89832892,330.1996111,586.5461084
